Customer_ID,Age,Gender,Location,Num_Interactions,Feedback_Score,Products_Purchased,Products_Viewed,Time_Spent_on_Site,Satisfaction_Score,Retention_Status,Gender_Encoded,Location_Encoded,Retention_Status_Encoded
1,56,Male,Urban,11,4,18,38,18.31960576911088,7,Retained,1,2,1
2,69,Male,Suburban,10,3,2,17,9.015197609479504,6,Retained,1,1,1
3,46,Male,Urban,5,5,11,46,45.92157191912222,10,Churned,1,2,0
4,32,Female,Suburban,5,1,6,13,44.10505290723962,5,Churned,0,1,0
5,60,Male,Urban,14,5,8,46,17.897471272075155,1,Retained,1,2,1
6,25,Male,Rural,6,2,4,35,46.21584591982858,3,Retained,1,0,1
7,38,Male,Suburban,8,4,18,11,55.48124857014542,9,Churned,1,1,0
8,56,Female,Rural,10,4,11,8,10.941592662036859,1,Retained,0,0,1
9,36,Female,Suburban,6,2,5,23,17.795015111272622,5,Churned,0,1,0
10,40,Male,Rural,12,3,15,46,46.264343674802355,2,Retained,1,0,1
11,28,Male,Urban,1,3,18,34,20.097867042889305,4,Retained,1,2,1
12,28,Male,Urban,8,4,2,35,39.35651858560442,1,Retained,1,2,1
13,41,Male,Urban,8,4,11,39,9.464032345504299,3,Churned,1,2,0
14,53,Female,Suburban,9,1,13,25,29.87113635069463,10,Retained,0,1,1
15,57,Female,Rural,9,3,4,35,45.65002820961242,7,Retained,0,0,1
16,41,Female,Urban,2,2,7,23,42.758266867378886,10,Retained,0,2,1
17,20,Female,Rural,2,3,11,35,49.828965537169374,3,Churned,0,0,0
18,39,Male,Rural,3,1,4,36,53.25986696317429,4,Churned,1,0,0
19,19,Male,Urban,1,4,15,6,47.5250925692317,2,Retained,1,2,1
20,41,Male,Urban,4,4,1,14,41.93732586164093,3,Retained,1,2,1
21,61,Female,Rural,14,1,3,6,6.744737049881714,9,Retained,0,0,1
22,47,Male,Urban,4,2,14,6,34.42316703751942,3,Retained,1,2,1
23,55,Female,Urban,14,4,6,28,7.073374870316904,5,Retained,0,2,1
24,19,Female,Urban,9,5,18,21,49.44372994138124,2,Retained,0,2,1
25,38,Male,Suburban,9,4,1,36,22.639848845297667,4,Retained,1,1,1
26,50,Male,Rural,9,5,6,20,35.93361557648565,7,Retained,1,0,1
27,29,Male,Rural,10,1,6,20,20.369491902539643,7,Retained,1,0,1
28,39,Female,Suburban,7,1,16,43,48.03750794091615,3,Churned,0,1,0
29,61,Male,Rural,14,4,5,35,53.75763896530464,5,Retained,1,0,1
30,42,Female,Urban,2,3,17,47,26.92533718171852,1,Retained,0,2,1
31,66,Male,Rural,10,5,10,28,52.460731643104396,10,Retained,1,0,1
32,44,Female,Urban,5,2,18,5,19.68912541009828,10,Retained,0,2,1
33,59,Female,Suburban,4,4,7,15,34.40635076915381,10,Retained,0,1,1
34,45,Male,Urban,12,2,3,25,52.231878641128716,1,Churned,1,2,0
35,33,Female,Rural,11,4,13,8,22.92347384386847,5,Retained,0,0,1
36,32,Female,Rural,8,3,15,11,57.472324579294714,10,Retained,0,0,1
37,64,Male,Rural,2,3,19,30,11.703372597976099,9,Retained,1,0,1
38,68,Female,Suburban,6,3,3,16,6.005128834792843,1,Churned,0,1,0
39,61,Male,Suburban,13,3,4,35,54.72744439180049,1,Retained,1,1,1
40,69,Female,Rural,5,1,5,21,8.775676638132973,4,Retained,0,0,1
41,20,Male,Urban,12,1,1,37,59.55390577711204,4,Retained,1,2,1
42,54,Male,Suburban,2,5,4,15,57.32682740885084,2,Retained,1,1,1
43,68,Female,Rural,11,2,12,32,12.536150051997637,9,Churned,0,0,0
44,24,Female,Rural,10,4,10,36,34.56715441309112,9,Churned,0,0,0
45,38,Female,Suburban,1,4,13,5,15.170616360692938,2,Retained,0,1,1
46,26,Female,Suburban,8,1,14,32,28.54853451665659,9,Retained,0,1,1
47,56,Female,Suburban,2,4,5,46,8.378382109290797,6,Churned,0,1,0
48,35,Male,Urban,7,1,4,11,17.315852328812426,8,Retained,1,2,1
49,21,Female,Urban,9,5,14,6,24.980003801939475,10,Retained,0,2,1
50,42,Male,Rural,9,2,10,46,29.125612513533014,4,Churned,1,0,0
51,31,Male,Suburban,8,5,17,28,58.76229420148913,2,Churned,1,1,0
52,67,Female,Urban,11,3,10,8,49.432610512618965,2,Retained,0,2,1
53,26,Male,Suburban,14,3,7,48,45.55754693715704,9,Retained,1,1,1
54,43,Male,Rural,12,3,16,23,34.53727231080858,1,Retained,1,0,1
55,19,Male,Urban,10,5,1,30,51.19987683323889,7,Churned,1,2,0
56,37,Male,Urban,9,4,17,15,23.66275596106411,3,Retained,1,2,1
57,45,Female,Urban,2,2,9,44,43.989451202532386,3,Retained,0,2,1
58,64,Male,Rural,6,3,6,47,59.65811864579946,2,Retained,1,0,1
59,24,Female,Suburban,4,3,19,15,22.304589991435932,10,Retained,0,1,1
60,61,Female,Urban,14,3,13,49,42.0709644186182,6,Retained,0,2,1
61,25,Male,Rural,4,2,3,7,51.43731752838104,10,Retained,1,0,1
62,64,Female,Suburban,5,3,7,16,55.36941708428697,2,Retained,0,1,1
63,52,Female,Rural,12,2,9,7,44.4862980017056,10,Retained,0,0,1
64,31,Female,Suburban,3,3,5,46,20.598435787942492,4,Churned,0,1,0
65,34,Male,Rural,14,5,10,31,22.945518336292057,10,Retained,1,0,1
66,53,Female,Suburban,1,5,17,6,6.141691766818031,9,Churned,0,1,0
67,67,Female,Urban,8,2,12,20,46.84872877193303,9,Churned,0,2,0
68,57,Female,Suburban,5,5,16,6,7.350678333407325,6,Retained,0,1,1
69,21,Male,Rural,3,2,3,34,52.55587950315101,4,Retained,1,0,1
70,19,Female,Rural,10,5,9,24,11.526333796099633,7,Churned,0,0,0
71,23,Male,Suburban,14,5,15,42,14.453208167475834,1,Retained,1,1,1
72,59,Male,Urban,7,2,5,32,31.20895589577305,4,Retained,1,2,1
73,21,Male,Urban,7,4,13,29,45.58342283428083,5,Retained,1,2,1
74,46,Male,Suburban,1,5,14,36,12.645121285949273,8,Retained,1,1,1
75,35,Male,Suburban,12,3,15,14,29.203909128657415,2,Churned,1,1,0
76,43,Male,Rural,9,4,16,46,31.556820092555764,5,Churned,1,0,0
77,61,Female,Urban,2,2,13,44,16.675710291772525,6,Churned,0,2,0
78,51,Male,Suburban,5,4,17,37,11.355710717434746,5,Retained,1,1,1
79,27,Female,Urban,13,1,8,17,51.003150764210176,9,Retained,0,2,1
80,53,Female,Suburban,14,1,2,45,32.6356107369521,10,Retained,0,1,1
81,31,Male,Suburban,5,5,5,46,5.790967979128413,1,Retained,1,1,1
82,48,Female,Urban,14,5,6,41,49.16397157200071,3,Retained,0,2,1
83,65,Female,Suburban,8,3,12,20,58.943659297802164,2,Retained,0,1,1
84,32,Female,Suburban,14,4,18,49,38.325940747783605,3,Retained,0,1,1
85,25,Female,Rural,8,1,1,26,32.70396128962389,10,Retained,0,0,1
86,31,Male,Suburban,14,5,17,24,53.31287246747289,9,Retained,1,1,1
87,40,Female,Suburban,7,4,11,47,57.38842343265293,9,Retained,0,1,1
88,57,Male,Suburban,7,5,10,31,46.49953037463533,10,Retained,1,1,1
89,38,Female,Rural,12,5,19,45,29.499911135385833,2,Retained,0,0,1
90,33,Female,Urban,11,1,14,20,37.572176963229225,3,Retained,0,2,1
91,62,Male,Rural,6,1,10,38,43.55144507598996,4,Churned,1,0,0
92,35,Female,Rural,6,5,15,36,15.685046405099078,9,Churned,0,0,0
93,64,Female,Urban,11,2,19,30,29.59605677190409,3,Churned,0,2,0
94,41,Female,Rural,9,5,4,29,50.640169559450676,7,Retained,0,0,1
95,43,Male,Urban,6,5,2,6,41.009894167414366,3,Retained,1,2,1
96,42,Female,Rural,12,3,9,16,27.616223696651975,7,Retained,0,0,1
97,62,Male,Urban,13,3,10,44,41.484939370807474,7,Churned,1,2,0
98,58,Female,Suburban,13,3,11,13,11.502232663985293,9,Retained,0,1,1
99,46,Male,Rural,2,2,14,16,27.0823685810682,2,Churned,1,0,0
100,32,Male,Rural,2,2,7,30,48.6220695879681,6,Retained,1,0,1
101,62,Female,Rural,13,5,15,13,17.12798329251564,9,Churned,0,0,0
102,18,Female,Rural,5,3,19,14,15.227882915657974,2,Churned,0,0,0
103,42,Male,Suburban,4,2,15,36,57.29502629540373,2,Retained,1,1,1
104,24,Male,Rural,11,1,8,38,16.544369627242688,5,Retained,1,0,1
105,26,Female,Suburban,2,5,11,24,19.350521880759246,10,Retained,0,1,1
106,41,Male,Suburban,3,4,9,43,58.32887663973859,10,Retained,1,1,1
107,18,Female,Suburban,7,5,15,6,45.40897136457641,10,Retained,0,1,1
108,61,Female,Suburban,8,4,1,5,43.47780931629405,8,Retained,0,1,1
109,25,Female,Urban,12,3,1,40,51.910951112001975,9,Retained,0,2,1
110,41,Female,Urban,13,4,19,28,11.370269523023685,2,Retained,0,2,1
111,28,Male,Rural,6,3,3,31,43.8275930119004,5,Retained,1,0,1
112,68,Female,Urban,11,1,10,6,32.702873513053135,7,Retained,0,2,1
113,34,Male,Urban,5,4,8,35,50.60328521562769,6,Retained,1,2,1
114,25,Female,Rural,13,5,15,18,32.94779452658568,6,Retained,0,0,1
115,52,Male,Rural,1,3,10,6,39.11327448479017,7,Churned,1,0,0
116,52,Female,Rural,8,5,1,33,31.275816951974477,3,Retained,0,0,1
117,50,Male,Urban,3,2,18,19,31.298740795571426,3,Churned,1,2,0
118,22,Male,Urban,6,3,2,16,47.23834879340073,10,Retained,1,2,1
119,59,Female,Rural,3,4,19,41,39.571152035600576,9,Retained,0,0,1
120,56,Female,Suburban,7,3,13,32,39.82947608851757,8,Retained,0,1,1
121,58,Female,Rural,13,5,1,24,29.765536610733918,5,Retained,0,0,1
122,45,Female,Suburban,14,1,2,43,34.21102229856402,6,Retained,0,1,1
123,24,Male,Suburban,7,3,16,28,46.0144716412633,10,Retained,1,1,1
124,26,Female,Rural,12,4,15,25,50.42675055115551,1,Retained,0,0,1
125,25,Male,Rural,9,2,13,14,43.31087711792254,10,Retained,1,0,1
126,29,Male,Rural,5,1,16,18,55.82401438651257,1,Retained,1,0,1
127,51,Female,Urban,8,2,17,41,50.11782484809605,4,Churned,0,2,0
128,50,Male,Suburban,10,3,7,22,35.902508439523515,2,Retained,1,1,1
129,65,Male,Urban,10,5,17,28,41.927333995405526,7,Retained,1,2,1
130,40,Male,Urban,8,5,7,18,55.94695523066578,2,Churned,1,2,0
131,41,Male,Rural,1,4,13,38,39.05424243336821,10,Retained,1,0,1
132,54,Female,Urban,12,5,5,16,50.36438213889069,2,Churned,0,2,0
133,52,Female,Rural,5,1,17,26,42.88457769744929,5,Retained,0,0,1
134,61,Female,Suburban,3,5,3,10,35.35649985832566,4,Retained,0,1,1
135,57,Female,Rural,1,4,7,40,18.301100747844423,8,Churned,0,0,0
136,39,Male,Urban,4,3,17,49,28.429863570763548,4,Retained,1,2,1
137,44,Male,Urban,8,3,7,40,58.22585536585436,6,Churned,1,2,0
138,52,Female,Rural,3,5,1,26,41.177096079993,5,Retained,0,0,1
139,18,Female,Rural,10,2,17,18,36.04174591864443,2,Retained,0,0,1
140,52,Female,Urban,2,3,17,20,56.3126144040525,8,Churned,0,2,0
141,54,Male,Suburban,11,5,11,40,37.25814795705968,2,Retained,1,1,1
142,64,Female,Suburban,9,4,3,29,33.93453851295716,9,Churned,0,1,0
143,31,Female,Rural,10,5,15,36,46.76209703326129,9,Retained,0,0,1
144,20,Female,Suburban,5,3,11,37,44.196609044259944,3,Retained,0,1,1
145,18,Male,Urban,14,4,16,49,15.6238004624638,4,Retained,1,2,1
146,22,Male,Rural,7,5,9,40,30.921955101576664,8,Churned,1,0,0
147,43,Male,Urban,11,1,1,24,30.988349355077187,9,Retained,1,2,1
148,31,Male,Urban,11,4,16,22,25.80234833838396,3,Retained,1,2,1
149,56,Male,Suburban,2,1,9,42,33.45114151837392,5,Churned,1,1,0
150,44,Male,Rural,9,2,19,7,27.72090687499293,8,Churned,1,0,0
151,26,Male,Rural,13,4,12,27,15.964001920915072,3,Retained,1,0,1
152,32,Male,Suburban,9,1,19,36,27.680156800107458,7,Retained,1,1,1
153,32,Female,Urban,4,3,9,49,8.975232116524712,8,Retained,0,2,1
154,43,Female,Urban,4,3,7,20,36.66822245259264,10,Retained,0,2,1
155,59,Male,Urban,6,2,14,9,51.95100019176115,3,Retained,1,2,1
156,30,Male,Urban,10,4,19,8,44.89078963950054,2,Retained,1,2,1
157,68,Female,Rural,10,4,19,25,24.821672202976117,10,Retained,0,0,1
158,49,Male,Rural,10,4,2,44,9.78891630675195,7,Churned,1,0,0
159,56,Male,Suburban,6,2,9,18,16.11821695738989,9,Churned,1,1,0
160,66,Male,Suburban,12,4,13,43,35.00196872721597,1,Retained,1,1,1
161,69,Female,Rural,1,3,15,35,16.388139586066806,3,Retained,0,0,1
162,49,Female,Rural,14,1,3,18,34.91852112067321,5,Retained,0,0,1
163,21,Female,Urban,14,3,11,10,17.73794636201444,3,Retained,0,2,1
164,47,Female,Urban,9,3,14,16,51.690812821184004,1,Churned,0,2,0
165,54,Female,Suburban,2,1,8,20,26.849931006225283,7,Retained,0,1,1
166,40,Male,Rural,5,3,18,21,18.505284426947007,7,Retained,1,0,1
167,56,Female,Suburban,9,2,19,49,49.67793991358839,10,Retained,0,1,1
168,62,Male,Rural,4,1,16,27,23.85614306429979,8,Retained,1,0,1
169,32,Male,Urban,11,3,2,18,11.131822831133007,5,Retained,1,2,1
170,60,Female,Suburban,3,5,8,11,36.37252202720029,10,Retained,0,1,1
171,46,Female,Suburban,7,3,6,36,36.986031244089375,5,Retained,0,1,1
172,53,Male,Rural,6,2,12,19,44.30826213796538,5,Retained,1,0,1
173,30,Male,Urban,8,4,15,48,18.212068826461206,1,Churned,1,2,0
174,49,Male,Suburban,3,3,8,21,29.40742365007348,10,Churned,1,1,0
175,24,Female,Urban,5,4,4,45,20.530235547346095,5,Retained,0,2,1
176,68,Female,Suburban,10,5,15,48,9.452455486362847,6,Retained,0,1,1
177,39,Female,Urban,4,3,17,38,53.21376048587404,1,Retained,0,2,1
178,45,Female,Rural,13,1,13,9,45.08783924685876,7,Retained,0,0,1
179,19,Female,Suburban,4,4,18,49,21.58046827023404,1,Retained,0,1,1
180,59,Male,Suburban,4,5,2,31,37.96551460795925,2,Retained,1,1,1
181,62,Female,Urban,10,1,13,27,16.06950834739598,2,Retained,0,2,1
182,23,Male,Urban,8,1,13,44,53.9630141987674,5,Retained,1,2,1
183,45,Male,Suburban,6,1,15,18,11.319848884905067,10,Retained,1,1,1
184,45,Male,Rural,3,1,10,19,5.211043002929049,7,Retained,1,0,1
185,61,Female,Urban,10,3,3,47,32.61045087565502,1,Churned,0,2,0
186,61,Female,Urban,5,3,19,37,37.07203028990781,10,Retained,0,2,1
187,37,Female,Urban,6,3,3,35,36.843092616269246,1,Retained,0,2,1
188,47,Male,Suburban,5,5,14,39,7.998156009080446,1,Retained,1,1,1
189,28,Male,Suburban,6,5,8,21,22.272409380513785,6,Churned,1,1,0
190,45,Male,Suburban,8,5,4,32,32.455942076273246,2,Churned,1,1,0
191,42,Male,Suburban,7,2,11,23,16.91185520949825,1,Churned,1,1,0
192,56,Male,Rural,5,5,11,27,52.9944237017243,6,Retained,1,0,1
193,50,Male,Rural,10,3,11,36,9.791010920378872,2,Retained,1,0,1
194,18,Female,Suburban,6,3,2,44,31.806144291962358,6,Churned,0,1,0
195,44,Female,Rural,14,2,17,17,43.027883163223365,10,Retained,0,0,1
196,69,Female,Urban,4,2,9,24,19.396310507396535,8,Retained,0,2,1
197,30,Female,Urban,12,5,2,39,39.3332405348635,2,Churned,0,2,0
198,58,Male,Urban,9,4,15,9,50.6161832578306,9,Retained,1,2,1
199,20,Male,Suburban,13,2,16,13,15.468533630227615,8,Retained,1,1,1
200,56,Female,Urban,4,1,4,33,55.447132550367456,10,Retained,0,2,1
201,23,Male,Rural,1,3,8,10,35.44571929642969,1,Retained,1,0,1
202,25,Female,Suburban,7,1,9,29,21.457760236558332,7,Retained,0,1,1
203,44,Female,Rural,7,3,5,35,28.69720514602489,10,Retained,0,0,1
204,26,Female,Urban,4,3,16,26,22.17055360825134,6,Churned,0,2,0
205,54,Male,Urban,13,2,13,6,44.881113796332386,6,Retained,1,2,1
206,50,Female,Urban,14,2,7,49,48.79653648783227,6,Churned,0,2,0
207,68,Female,Suburban,3,1,17,9,50.81155657752636,6,Retained,0,1,1
208,59,Female,Rural,8,3,3,31,59.21725372721576,10,Retained,0,0,1
209,61,Male,Suburban,5,1,5,29,48.52063608731759,7,Churned,1,1,0
210,41,Male,Suburban,10,4,19,12,38.076123887870985,3,Churned,1,1,0
211,32,Female,Urban,7,1,12,5,23.65711641154811,6,Retained,0,2,1
212,49,Male,Suburban,4,5,7,24,34.95274967909121,3,Churned,1,1,0
213,49,Male,Suburban,4,1,9,48,7.258749503472298,7,Churned,1,1,0
214,41,Male,Urban,8,5,6,27,45.96537915414522,7,Churned,1,2,0
215,58,Male,Suburban,14,5,17,36,29.5275549800656,8,Retained,1,1,1
216,69,Male,Urban,8,5,16,15,6.1012776352703195,2,Churned,1,2,0
217,66,Male,Urban,2,4,3,43,8.437881783072594,9,Churned,1,2,0
218,66,Male,Urban,14,1,4,28,26.310655510196614,5,Churned,1,2,0
219,69,Male,Urban,2,1,10,15,37.08818354601393,9,Retained,1,2,1
220,29,Male,Suburban,3,4,5,33,30.531217192366967,10,Retained,1,1,1
221,56,Male,Urban,12,3,10,30,39.05623745106852,5,Retained,1,2,1
222,19,Female,Urban,12,2,12,20,31.416184233524568,7,Retained,0,2,1
223,20,Female,Suburban,3,1,10,39,41.39371150147407,9,Churned,0,1,0
224,66,Male,Suburban,1,2,13,24,17.05193355689405,4,Retained,1,1,1
225,54,Female,Rural,14,4,11,7,11.206375295099178,2,Retained,0,0,1
226,66,Female,Suburban,3,3,16,5,37.8038675044113,9,Churned,0,1,0
227,34,Male,Suburban,6,3,8,5,31.65792343149691,2,Retained,1,1,1
228,66,Male,Rural,8,3,8,21,6.477720972471442,3,Retained,1,0,1
229,19,Male,Suburban,13,4,8,6,25.92650370211697,10,Retained,1,1,1
230,19,Female,Suburban,12,5,13,33,10.836907202004753,2,Retained,0,1,1
231,45,Female,Suburban,14,5,2,24,34.22462574639823,3,Retained,0,1,1
232,40,Male,Suburban,10,2,12,10,26.76777238132369,6,Churned,1,1,0
233,54,Male,Rural,6,5,10,12,38.723355110665985,3,Retained,1,0,1
234,49,Male,Suburban,5,5,12,33,49.30812203236311,10,Retained,1,1,1
235,50,Female,Suburban,4,3,11,37,21.481777611281995,8,Retained,0,1,1
236,18,Female,Rural,3,3,15,7,57.915615729076514,6,Retained,0,0,1
237,36,Female,Urban,13,2,16,39,34.459897532316596,7,Retained,0,2,1
238,19,Female,Rural,4,1,17,9,39.00599393151334,1,Retained,0,0,1
239,61,Male,Urban,14,2,2,31,42.436980527415535,3,Retained,1,2,1
240,43,Male,Rural,7,2,18,48,41.67023414216744,3,Churned,1,0,0
241,49,Male,Rural,1,4,12,16,33.10339086747841,2,Retained,1,0,1
242,23,Male,Suburban,7,4,19,24,28.582036011307594,7,Retained,1,1,1
243,49,Female,Urban,1,2,18,49,7.958008029755785,9,Churned,0,2,0
244,21,Female,Suburban,2,2,17,24,6.214721491564886,4,Retained,0,1,1
245,28,Male,Urban,4,2,6,13,24.687865699302055,5,Retained,1,2,1
246,34,Male,Rural,1,5,15,43,23.351348984853097,3,Retained,1,0,1
247,55,Female,Rural,11,4,3,8,26.323233516145372,9,Retained,0,0,1
248,41,Male,Urban,12,2,6,23,12.61025104885045,4,Retained,1,2,1
249,22,Female,Suburban,11,3,3,42,45.5992548795264,5,Retained,0,1,1
250,69,Male,Suburban,11,3,1,31,52.13304281269314,1,Retained,1,1,1
251,51,Male,Suburban,9,5,13,49,56.629304945571924,2,Retained,1,1,1
252,23,Male,Suburban,12,5,14,47,32.079926693579424,9,Retained,1,1,1
253,39,Male,Rural,6,1,13,17,43.54761345189858,2,Retained,1,0,1
254,28,Male,Rural,13,1,4,17,52.055311788972986,5,Churned,1,0,0
255,65,Male,Rural,1,1,7,26,28.006011110141728,8,Churned,1,0,0
256,33,Male,Rural,1,5,10,32,22.01770371787444,3,Churned,1,0,0
257,50,Female,Rural,6,5,7,49,56.51985057194196,6,Retained,0,0,1
258,26,Female,Suburban,4,5,15,26,33.36221030923902,4,Retained,0,1,1
259,23,Female,Suburban,4,3,15,47,32.348963762498286,7,Retained,0,1,1
260,33,Female,Suburban,11,5,4,23,14.812885310992268,10,Retained,0,1,1
261,46,Female,Suburban,6,3,6,12,10.948525801534622,3,Retained,0,1,1
262,20,Male,Rural,14,1,5,12,51.31587743659314,6,Retained,1,0,1
263,37,Male,Rural,12,1,12,46,38.77732469031349,10,Retained,1,0,1
264,53,Female,Rural,11,1,1,30,22.920352121069676,9,Retained,0,0,1
265,36,Male,Urban,7,2,8,30,15.545491956464655,10,Churned,1,2,0
266,43,Female,Suburban,9,2,1,27,35.552350409329726,1,Retained,0,1,1
267,20,Female,Suburban,10,4,5,47,37.11556090936244,3,Retained,0,1,1
268,36,Male,Rural,5,4,6,17,16.3846480684782,2,Retained,1,0,1
269,37,Male,Suburban,9,4,3,32,51.827316134031065,8,Retained,1,1,1
270,49,Male,Suburban,4,2,15,13,9.63454013857181,7,Retained,1,1,1
271,24,Female,Rural,13,2,5,24,24.58511968415319,2,Retained,0,0,1
272,69,Male,Urban,10,4,14,23,42.421142756938714,6,Retained,1,2,1
273,58,Female,Urban,2,4,18,43,20.07662001005604,3,Churned,0,2,0
274,50,Female,Urban,3,5,16,16,50.52213571296995,8,Churned,0,2,0
275,57,Female,Rural,13,4,6,19,45.692730463022194,10,Churned,0,0,0
276,56,Male,Suburban,11,5,14,35,48.39625645014738,3,Churned,1,1,0
277,35,Male,Rural,1,3,8,18,11.550859473219395,10,Retained,1,0,1
278,57,Female,Rural,14,2,7,15,12.730092039754862,9,Retained,0,0,1
279,18,Male,Suburban,14,4,8,30,20.7560555759521,1,Retained,1,1,1
280,28,Male,Urban,6,2,13,46,33.49424408586586,5,Retained,1,2,1
281,45,Male,Urban,13,2,6,31,46.14088421846713,3,Retained,1,2,1
282,42,Female,Rural,6,2,18,15,51.00919899184969,6,Churned,0,0,0
283,67,Female,Urban,1,3,2,42,43.73844237764492,10,Retained,0,2,1
284,40,Male,Rural,11,1,8,38,56.07282848418511,2,Retained,1,0,1
285,48,Female,Rural,13,4,11,47,45.630893028876166,9,Retained,0,0,1
286,47,Male,Suburban,3,1,1,23,21.84473378525381,6,Churned,1,1,0
287,59,Male,Suburban,5,1,6,10,19.579470638621494,7,Retained,1,1,1
288,52,Male,Suburban,3,1,16,42,43.290584766559945,5,Churned,1,1,0
289,24,Male,Rural,10,2,12,46,15.607881277928785,9,Churned,1,0,0
290,33,Female,Suburban,3,5,11,32,10.099314594564845,1,Churned,0,1,0
291,43,Female,Urban,14,2,10,5,34.272258117090665,5,Churned,0,2,0
292,65,Female,Urban,10,2,3,39,50.190286337842544,10,Churned,0,2,0
293,69,Male,Rural,3,1,13,44,10.575891335842496,6,Retained,1,0,1
294,66,Male,Rural,5,2,3,12,48.55402280876511,7,Retained,1,0,1
295,19,Male,Suburban,13,1,15,11,49.63646023933514,4,Retained,1,1,1
296,18,Female,Rural,5,5,16,15,31.525070004484895,1,Retained,0,0,1
297,65,Male,Rural,4,4,13,43,8.152067050576775,8,Churned,1,0,0
298,29,Female,Urban,1,1,17,8,14.602441818595253,10,Retained,0,2,1
299,22,Female,Urban,5,5,3,29,43.90844513390628,4,Churned,0,2,0
300,54,Female,Suburban,10,4,11,16,44.147786974502225,3,Retained,0,1,1
301,49,Female,Rural,5,3,19,30,54.409540134221594,7,Retained,0,0,1
302,26,Female,Rural,4,1,11,42,37.047738060502056,2,Churned,0,0,0
303,58,Female,Urban,6,1,16,16,11.825905224257756,8,Retained,0,2,1
304,52,Male,Rural,10,3,3,47,11.677819802773467,6,Retained,1,0,1
305,36,Male,Urban,4,3,6,41,44.6622796546253,7,Retained,1,2,1
306,65,Female,Suburban,14,1,14,28,15.108156580934564,5,Retained,0,1,1
307,33,Female,Urban,7,3,18,20,23.061202478913295,9,Retained,0,2,1
308,20,Male,Rural,7,2,17,17,31.796660380705266,5,Retained,1,0,1
309,37,Female,Suburban,2,4,4,29,6.362068266688317,5,Retained,0,1,1
310,41,Female,Urban,3,4,15,8,18.685046486096255,3,Churned,0,2,0
311,50,Male,Urban,1,4,11,15,27.433928467900405,1,Churned,1,2,0
312,41,Female,Suburban,8,2,3,36,20.37999751712634,2,Retained,0,1,1
313,69,Female,Suburban,9,3,3,11,12.500368010716121,8,Retained,0,1,1
314,28,Female,Urban,4,5,16,15,45.04067417879086,1,Churned,0,2,0
315,66,Male,Rural,6,3,5,32,49.72312103423917,7,Retained,1,0,1
316,25,Male,Urban,9,1,10,45,19.161343687904868,5,Retained,1,2,1
317,53,Male,Suburban,6,4,19,27,47.593072203346686,3,Retained,1,1,1
318,55,Female,Urban,14,3,4,49,26.20544604207226,7,Churned,0,2,0
319,57,Female,Suburban,12,5,19,27,32.867718496970156,9,Retained,0,1,1
320,37,Male,Suburban,12,1,11,32,52.080059119123405,2,Retained,1,1,1
321,52,Female,Rural,12,2,2,47,46.24745249913243,8,Retained,0,0,1
322,65,Female,Suburban,9,2,10,30,49.281426822389776,9,Retained,0,1,1
323,42,Female,Suburban,4,5,11,29,12.526484162249625,3,Retained,0,1,1
324,52,Female,Rural,8,1,16,33,8.83456842085512,2,Retained,0,0,1
325,42,Female,Suburban,9,4,19,23,54.13726009983929,7,Churned,0,1,0
326,46,Male,Rural,4,3,11,37,26.330884826410188,5,Churned,1,0,0
327,35,Female,Rural,5,1,14,40,20.833382293832447,5,Retained,0,0,1
328,63,Male,Suburban,14,2,2,18,44.85829398440035,10,Retained,1,1,1
329,35,Female,Suburban,8,5,5,18,51.00285781189211,5,Retained,0,1,1
330,19,Male,Urban,12,5,5,39,52.43692920440655,4,Churned,1,2,0
331,52,Female,Rural,10,3,19,34,22.379842761887506,5,Churned,0,0,0
